"","group","group_name","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40"
"EU509939.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EU509946.1.1382",1,"counts",25,8,14,40,17,14,5,24,14,17,3,6,8,12,33,8,19,3,5,6,15,1,13,15,33,13,2,0,30,12,0,21,13,22,5,0,18,5,9,0
"EU511016.1.1370",1,"counts",0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0
"EU771655.1.1370",1,"counts",1,9,5,7,4,6,8,11,18,8,3,0,6,5,8,5,6,14,12,13,15,2,20,1,5,4,1,7,0,0,1,2,1,5,4,0,1,2,10,0
"EU773153.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FJ370057.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ370655.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,123,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ674189.1.1370",1,"counts",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ030522.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"GQ155993.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GQ448089.1.1370",1,"counts",0,4,2,0,2,13,5,13,20,1,0,1,3,6,1,4,6,1,16,2,0,0,0,0,4,0,2,5,0,0,0,0,0,0,3,0,0,1,0,0
"GQ491993.1.1370",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ492833.1.1370",1,"counts",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GQ493540.1.1370",1,"counts",3,8,1,0,0,4,2,6,4,1,9,0,12,9,0,3,6,13,0,1,0,9,0,0,2,1,0,0,1,0,0,1,0,0,0,10,0,0,0,0
"HM807976.1.1370",1,"counts",0,1,65,8,0,1,20,0,5,60,0,1,1,9,36,0,0,0,29,0,27,0,32,1,0,37,0,5,0,0,31,24,0,1,13,0,0,20,0,0
"AF357564.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DQ799617.1.1369",1,"counts",0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"DQ803766.1.1369",1,"counts",0,7,5,1,1,3,2,8,3,2,0,1,5,1,1,3,2,4,1,2,3,0,3,1,7,1,0,2,1,0,0,0,0,1,0,0,1,5,1,0
"DQ804985.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ806786.1.1369",1,"counts",1,6,8,4,2,4,13,20,17,2,1,2,5,9,15,3,8,9,22,4,15,1,19,2,16,2,6,4,1,0,0,1,2,7,5,1,0,6,7,3
"DQ806907.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF099178.1.1369",1,"counts",0,0,0,2,0,2,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EF099763.1.1369",1,"counts",0,7,5,7,5,10,9,29,20,5,1,6,14,7,19,3,23,15,20,15,24,4,17,3,17,3,2,4,0,2,0,1,2,2,4,1,7,8,7,1
"EU454965.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU507278.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EU772263.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU778727.1.1369",1,"counts",0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,3,1,1,0,2,0,0
"FJ368169.1.1369",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"GQ076842.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ155979.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ491283.1.1369",1,"counts",3,6,1,0,1,6,2,5,6,3,6,0,7,2,0,0,3,9,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4
"GQ491766.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ492585.1.1369",1,"counts",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,6,10,0,1,0,0,1,0,0,0,4,0,1,0,3
"HQ754557.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JF098991.1.1369",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KU899028.1.1369",1,"counts",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ824291.1.1368",1,"counts",0,0,3,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0
"EU468400.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU506268.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EU506801.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU509524.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"EU775061.1.1368",1,"counts",0,8,8,6,3,12,6,24,20,6,3,2,14,3,10,2,15,10,27,10,18,2,18,5,14,4,1,4,1,4,0,3,1,5,6,0,6,3,7,1
"EU775993.1.1368",1,"counts",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU778607.1.1368",1,"counts",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FJ975927.1.1368",1,"counts",0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"GQ491389.1.1368",1,"counts",2,49,19,3,49,88,54,40,61,25,12,68,116,37,4,26,27,6,81,36,1,71,66,237,248,92,86,77,20,1,8,9,21,36,35,97,5,116,36,4
"GQ491734.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ492188.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM307374.1.1368",1,"counts",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM835230.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HM838947.1.1368",1,"counts",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,319,0
"KF101426.1.1368",1,"counts",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AB934640.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0
"DQ794625.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF097838.1.1367",1,"counts",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF434354.1.1367",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU506760.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU509577.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EU768108.1.1367",1,"counts",0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"FJ370654.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ156447.1.1367",1,"counts",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GQ491291.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ491447.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM301532.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM808591.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ754417.1.1367",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JF146199.1.1367",1,"counts",4,5,11,10,7,6,2,4,6,8,21,4,4,2,2,4,8,3,6,15,14,0,1,4,1,7,6,1,6,2,2,3,4,3,2,1,3,2,1,9
"AB934778.1.1366",1,"counts",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ800679.1.1366",1,"counts",5,14,2,0,5,10,2,2,5,3,11,10,3,3,0,3,7,2,5,12,5,1,0,1,1,2,10,0,0,0,0,0,0,0,3,0,0,0,0,0
"DQ803963.1.1366",1,"counts",0,0,1,1,1,0,6,3,2,1,0,1,2,0,0,1,4,2,5,3,3,1,1,0,4,1,0,2,1,0,0,0,0,3,1,1,1,1,1,0
"DQ809576.1.1368",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ809594.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"EF099706.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU457376.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU506159.1.1366",1,"counts",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"EU508634.1.1366",1,"counts",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EU508945.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU509838.1.1378",1,"counts",0,1,3,0,1,1,0,0,0,3,0,1,1,1,6,1,2,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,2,3,0,0,0,0,0,0
"EU775317.1.1366",1,"counts",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"FJ975827.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FNMT01000008.61648.63013",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GQ493392.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ493722.1.1366",1,"counts",0,22,7,1,12,29,24,13,17,15,4,28,36,7,6,9,11,8,26,15,1,37,29,109,127,32,50,42,7,0,0,8,6,25,26,47,0,38,10,0
"HQ795254.1.1366",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JQ185985.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY995248.1.1365",1,"counts",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ015329.1.1365",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ815961.1.1365",1,"counts",0,9,2319,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,245,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"EF099072.1.1365",1,"counts",0,3,1,0,1,1,0,5,4,2,0,0,4,3,3,0,2,5,4,2,5,0,2,1,1,1,1,3,1,1,0,0,0,2,2,0,1,1,1,0
"EU763144.1.1365",1,"counts",7,8,3,6,2,2,5,1,1,2,7,8,6,1,0,3,4,6,0,11,1,2,1,2,5,3,7,2,1,1,3,2,0,2,0,3,4,3,4,4
"EU766331.1.1365",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU767883.1.1366",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"FJ366365.1.1365",1,"counts",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ368968.1.1365",1,"counts",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1
"FJ370077.1.1365",1,"counts",1,0,0,1,0,0,1,3,0,1,3,1,1,1,0,1,0,0,1,3,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
"FJ508143.1.1365",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,1,0,0,0
"FJ975938.1.1365",1,"counts",0,0,3,0,0,0,0,0,3,0,1,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FN421585.1.1365",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ492838.1.1365",1,"counts",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KC834394.1.1365",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KF071438.1.1365",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU475681.1.1364",1,"counts",2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,1,0,0,1,0,2,0,2,11
"EU507359.1.1364",1,"counts",10,0,20,0,0,2,9,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,1,2,10,40,1,2,11,0,0,1,4,0,2,1,12,2,4,131
"EU507637.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"EU508007.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EU767292.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ365271.1.1364",1,"counts",0,2,2,2,2,1,1,1,3,2,0,2,2,5,6,0,2,5,3,3,4,1,3,1,5,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0
"FJ372126.1.1364",1,"counts",36,115,24,208,10,172,68,130,122,136,44,7,215,29,18,56,101,166,116,178,685,5,247,13,135,23,2,125,32,1,5,5,4,59,41,17,10,20,5,18
"FJ372146.1.1364",1,"counts",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"FJ975860.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FJ975961.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ975968.1.1364",1,"counts",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ155040.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ358509.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ448568.1.1364",1,"counts",0,11,8,7,6,3,12,9,5,5,0,2,6,3,4,5,4,1,1,9,0,4,0,14,13,5,0,0,0,0,3,3,0,9,9,9,0,5,0,0
"HM256060.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JF072960.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KF079044.1.1364",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ806292.1.1363",1,"counts",0,2,1,3,0,1,1,8,1,1,3,0,0,1,0,1,3,2,3,3,3,0,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"EU504659.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU506302.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"EU507335.1.1363",1,"counts",3,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1
"EU508929.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"EU774823.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EU776965.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"FJ365124.1.1363",1,"counts",1,0,0,1,0,0,0,0,194,0,0,0,1,0,0,0,7,68,0,56,2,81,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ370213.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JQ183427.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JQ606893.1.1363",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ807369.1.1362",1,"counts",1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DQ809395.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ810042.1.1362",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,1,1,14
"EU160511.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU454986.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU474337.1.1362",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU475591.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"EU504464.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU504958.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU506556.1.1362",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"EU506584.1.1362",1,"counts",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EU508724.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"EU509478.1.1362",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
